 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Sodium in  H- C- O.txt

 Ion = Sodium [11] , Mass = 22,99 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 700,00 MeV   2,151E+00  9,239E-04    1,35 mm    51,76 um     7,24 um  
 800,00 MeV   1,932E+00  8,187E-04    1,70 mm    71,79 um     8,99 um  
 900,00 MeV   1,757E+00  7,358E-04    2,09 mm    90,47 um    10,90 um  
   1,00 GeV   1,614E+00  6,687E-04    2,52 mm   108,69 um    12,99 um  
   1,10 GeV   1,496E+00  6,132E-04    2,98 mm   126,78 um    15,24 um  
   1,20 GeV   1,395E+00  5,666E-04    3,47 mm   144,93 um    17,64 um  
   1,30 GeV   1,309E+00  5,268E-04    4,00 mm   163,21 um    20,20 um  
   1,40 GeV   1,235E+00  4,924E-04    4,57 mm   181,67 um    22,92 um  
   1,50 GeV   1,170E+00  4,624E-04    5,16 mm   200,33 um    25,77 um  
   1,60 GeV   1,112E+00  4,360E-04    5,79 mm   219,20 um    28,78 um  
   1,70 GeV   1,061E+00  4,125E-04    6,45 mm   238,29 um    31,92 um  
   1,80 GeV   1,015E+00  3,915E-04    7,14 mm   257,58 um    35,20 um  
   2,00 GeV   9,358E-01  3,556E-04    8,61 mm   331,15 um    42,16 um  
   2,25 GeV   8,559E-01  3,193E-04   10,61 mm   435,75 um    51,57 um  
   2,50 GeV   7,911E-01  2,900E-04   12,78 mm   533,63 um    61,74 um  
   2,75 GeV   7,375E-01  2,658E-04   15,13 mm   628,40 um    72,62 um  
   3,00 GeV   6,925E-01  2,454E-04   17,63 mm   721,60 um    84,16 um  
   3,25 GeV   6,540E-01  2,280E-04   20,29 mm   814,00 um    96,35 um  
   3,50 GeV   6,209E-01  2,130E-04   23,10 mm   906,02 um   109,14 um  
   3,75 GeV   5,919E-01  2,000E-04   26,05 mm   997,89 um   122,50 um  
   4,00 GeV   5,665E-01  1,885E-04   29,14 mm     1,09 mm   136,40 um  
   4,50 GeV   5,238E-01  1,691E-04   35,71 mm     1,43 mm   165,74 um  
   5,00 GeV   4,894E-01  1,535E-04   42,78 mm     1,75 mm   196,94 um  
