 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Fluorine in  H- C- O.txt

 Ion = Fluorine [9] , Mass = 18,998 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  27,50 MeV   9,931E+00  9,427E-03   18,77 um     5886 A      3680 A   
  30,00 MeV   9,626E+00  8,741E-03   20,60 um     6444 A      3790 A   
  32,50 MeV   9,344E+00  8,153E-03   22,49 um     6988 A      3903 A   
  35,00 MeV   9,082E+00  7,643E-03   24,43 um     7522 A      4019 A   
  37,50 MeV   8,837E+00  7,197E-03   26,43 um     8048 A      4137 A   
  40,00 MeV   8,676E+00  6,802E-03   28,47 um     8564 A      4258 A   
  45,00 MeV   8,319E+00  6,136E-03   32,68 um     1,05 um     4507 A   
  50,00 MeV   7,939E+00  5,595E-03   37,08 um     1,22 um     4766 A   
  55,00 MeV   7,599E+00  5,145E-03   41,69 um     1,38 um     5037 A   
  60,00 MeV   7,290E+00  4,766E-03   46,49 um     1,54 um     5319 A   
  65,00 MeV   7,007E+00  4,442E-03   51,50 um     1,70 um     5613 A   
  70,00 MeV   6,747E+00  4,161E-03   56,70 um     1,86 um     5918 A   
  80,00 MeV   6,279E+00  3,698E-03   67,70 um     2,43 um     6561 A   
  90,00 MeV   5,869E+00  3,331E-03   79,48 um     2,95 um     7250 A   
 100,00 MeV   5,507E+00  3,034E-03   92,07 um     3,45 um     7983 A   
 110,00 MeV   5,182E+00  2,788E-03  105,47 um     3,94 um     8761 A   
 120,00 MeV   4,891E+00  2,580E-03  119,68 um     4,43 um     9584 A   
 130,00 MeV   4,628E+00  2,403E-03  134,73 um     4,91 um     1,05 um  
 140,00 MeV   4,389E+00  2,249E-03  150,61 um     5,41 um     1,14 um  
 150,00 MeV   4,172E+00  2,115E-03  167,33 um     5,91 um     1,23 um  
 160,00 MeV   3,973E+00  1,997E-03  184,91 um     6,41 um     1,33 um  
 170,00 MeV   3,791E+00  1,891E-03  203,35 um     6,93 um     1,44 um  
 180,00 MeV   3,625E+00  1,797E-03  222,65 um     7,45 um     1,55 um  
 200,00 MeV   3,330E+00  1,635E-03  263,86 um     9,47 um     1,78 um  
 225,00 MeV   3,023E+00  1,471E-03  320,26 um    12,40 um     2,10 um  
 250,00 MeV   2,768E+00  1,339E-03  382,12 um    15,19 um     2,46 um  
 275,00 MeV   2,556E+00  1,229E-03  449,39 um    17,94 um     2,84 um  
 300,00 MeV   2,377E+00  1,136E-03  521,98 um    20,68 um     3,25 um  
 325,00 MeV   2,225E+00  1,057E-03  599,78 um    23,44 um     3,69 um  
 350,00 MeV   2,095E+00  9,890E-04  682,66 um    26,23 um     4,15 um  
 375,00 MeV   1,982E+00  9,293E-04  770,48 um    29,04 um     4,65 um  
 400,00 MeV   1,883E+00  8,767E-04  863,09 um    31,88 um     5,17 um  
 450,00 MeV   1,719E+00  7,882E-04    1,06 mm    42,56 um     6,29 um  
 500,00 MeV   1,586E+00  7,166E-04    1,28 mm    52,49 um     7,50 um  
 550,00 MeV   1,473E+00  6,573E-04    1,51 mm    62,12 um     8,81 um  
 600,00 MeV   1,373E+00  6,075E-04    1,76 mm    71,64 um    10,21 um  
 650,00 MeV   1,286E+00  5,649E-04    2,03 mm    81,19 um    11,69 um  
 700,00 MeV   1,211E+00  5,282E-04    2,32 mm    90,81 um    13,27 um  
