 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Rhodium in Silicon.txt

 Ion = Rhodium [45] , Mass = 102,905 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1,20 GeV   4,190E+01  2,760E-02  111,18 um     3,46 um     1,15 um  
   1,30 GeV   4,041E+01  2,573E-02  121,65 um     3,76 um     1,19 um  
   1,40 GeV   3,902E+01  2,411E-02  132,49 um     4,07 um     1,23 um  
   1,50 GeV   3,774E+01  2,269E-02  143,71 um     4,37 um     1,27 um  
   1,60 GeV   3,655E+01  2,144E-02  155,31 um     4,67 um     1,31 um  
   1,70 GeV   3,543E+01  2,032E-02  167,27 um     4,97 um     1,35 um  
   1,80 GeV   3,440E+01  1,933E-02  179,61 um     5,27 um     1,39 um  
   2,00 GeV   3,252E+01  1,761E-02  205,37 um     6,41 um     1,48 um  
   2,25 GeV   3,047E+01  1,587E-02  239,58 um     8,03 um     1,60 um  
   2,50 GeV   2,870E+01  1,445E-02  275,99 um     9,55 um     1,73 um  
   2,75 GeV   2,716E+01  1,328E-02  314,56 um    11,00 um     1,87 um  
   3,00 GeV   2,579E+01  1,229E-02  355,25 um    12,42 um     2,01 um  
   3,25 GeV   2,457E+01  1,145E-02  398,03 um    13,82 um     2,17 um  
   3,50 GeV   2,347E+01  1,072E-02  442,88 um    15,21 um     2,33 um  
   3,75 GeV   2,247E+01  1,008E-02  489,77 um    16,60 um     2,49 um  
   4,00 GeV   2,156E+01  9,514E-03  538,70 um    17,99 um     2,67 um  
   4,50 GeV   1,998E+01  8,564E-03  642,47 um    23,23 um     3,04 um  
   5,00 GeV   1,865E+01  7,794E-03  754,06 um    28,09 um     3,44 um  
   5,50 GeV   1,751E+01  7,156E-03  873,28 um    32,77 um     3,87 um  
   6,00 GeV   1,652E+01  6,619E-03  999,95 um    37,36 um     4,32 um  
   6,50 GeV   1,565E+01  6,160E-03    1,13 mm    41,90 um     4,79 um  
   7,00 GeV   1,489E+01  5,764E-03    1,27 mm    46,42 um     5,29 um  
   8,00 GeV   1,361E+01  5,111E-03    1,58 mm    63,17 um     6,35 um  
   9,00 GeV   1,257E+01  4,597E-03    1,91 mm    78,51 um     7,50 um  
  10,00 GeV   1,171E+01  4,180E-03    2,26 mm    93,22 um     8,72 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  4,7849E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
