 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Oxygen in  H- C- O.txt

 Ion = Oxygen [8] , Mass = 15,995 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  50,00 MeV   5,945E+00  3,831E-03   45,75 um     1,56 um     5401 A   
  55,00 MeV   5,632E+00  3,522E-03   51,93 um     1,79 um     5794 A   
  60,00 MeV   5,352E+00  3,261E-03   58,45 um     2,02 um     6209 A   
  65,00 MeV   5,101E+00  3,038E-03   65,29 um     2,24 um     6646 A   
  70,00 MeV   4,874E+00  2,845E-03   72,47 um     2,46 um     7105 A   
  80,00 MeV   4,477E+00  2,528E-03   87,79 um     3,29 um     8085 A   
  90,00 MeV   4,142E+00  2,277E-03  104,41 um     4,05 um     9148 A   
 100,00 MeV   3,856E+00  2,073E-03  122,32 um     4,78 um     1,03 um  
 110,00 MeV   3,608E+00  1,904E-03  141,51 um     5,50 um     1,15 um  
 120,00 MeV   3,391E+00  1,762E-03  161,97 um     6,22 um     1,28 um  
 130,00 MeV   3,200E+00  1,640E-03  183,70 um     6,95 um     1,42 um  
 140,00 MeV   3,030E+00  1,535E-03  206,68 um     7,68 um     1,56 um  
 150,00 MeV   2,878E+00  1,443E-03  230,92 um     8,42 um     1,72 um  
 160,00 MeV   2,742E+00  1,362E-03  256,39 um     9,16 um     1,88 um  
 170,00 MeV   2,619E+00  1,290E-03  283,10 um     9,92 um     2,05 um  
 180,00 MeV   2,507E+00  1,226E-03  311,03 um    10,69 um     2,22 um  
 200,00 MeV   2,313E+00  1,115E-03  370,48 um    13,61 um     2,59 um  
 225,00 MeV   2,111E+00  1,003E-03  451,46 um    17,81 um     3,10 um  
 250,00 MeV   1,945E+00  9,122E-04  539,76 um    21,78 um     3,64 um  
 275,00 MeV   1,806E+00  8,372E-04  635,23 um    25,65 um     4,23 um  
 300,00 MeV   1,686E+00  7,740E-04  737,78 um    29,49 um     4,86 um  
 325,00 MeV   1,582E+00  7,200E-04  847,33 um    33,34 um     5,52 um  
 350,00 MeV   1,490E+00  6,734E-04  963,85 um    37,22 um     6,23 um  
 375,00 MeV   1,408E+00  6,326E-04    1,09 mm    41,14 um     6,98 um  
 400,00 MeV   1,333E+00  5,968E-04    1,22 mm    45,13 um     7,77 um  
 450,00 MeV   1,201E+00  5,364E-04    1,50 mm    60,38 um     9,47 um  
 500,00 MeV   1,092E+00  4,875E-04    1,81 mm    74,90 um    11,34 um  
 550,00 MeV   1,011E+00  4,471E-04    2,15 mm    89,12 um    13,38 um  
 600,00 MeV   9,422E-01  4,131E-04    2,52 mm   103,19 um    15,57 um  
 650,00 MeV   8,831E-01  3,841E-04    2,91 mm   117,25 um    17,91 um  
 700,00 MeV   8,319E-01  3,591E-04    3,33 mm   131,37 um    20,39 um  
 800,00 MeV   7,473E-01  3,180E-04    4,24 mm   183,89 um    25,77 um  
 900,00 MeV   6,803E-01  2,856E-04    5,24 mm   232,52 um    31,70 um  
   1,00 GeV   6,259E-01  2,594E-04    6,34 mm   279,72 um    38,14 um  
   1,10 GeV   5,807E-01  2,378E-04    7,53 mm   326,47 um    45,08 um  
   1,20 GeV   5,426E-01  2,196E-04    8,80 mm   373,19 um    52,50 um  
   1,30 GeV   5,101E-01  2,041E-04   10,16 mm   420,11 um    60,38 um  
   1,40 GeV   4,819E-01  1,907E-04   11,61 mm   467,36 um    68,70 um  
   1,50 GeV   4,573E-01  1,791E-04   13,13 mm   514,98 um    77,46 um  
   1,60 GeV   4,356E-01  1,688E-04   14,73 mm   563,00 um    86,63 um  
   1,70 GeV   4,163E-01  1,597E-04   16,42 mm   611,44 um    96,21 um  
   1,80 GeV   3,990E-01  1,515E-04   18,17 mm   660,28 um   106,18 um  
   2,00 GeV   3,694E-01  1,375E-04   21,90 mm   845,70 um   127,24 um  
   2,25 GeV   3,395E-01  1,234E-04   26,95 mm     1,11 mm   155,56 um  
   2,50 GeV   3,154E-01  1,121E-04   32,42 mm     1,35 mm   185,93 um  
   2,75 GeV   2,955E-01  1,026E-04   38,29 mm     1,59 mm   218,21 um  
   3,00 GeV   2,787E-01  9,475E-05   44,52 mm     1,82 mm   252,24 um  
   3,25 GeV   2,645E-01  8,802E-05   51,11 mm     2,04 mm   287,91 um  
   3,50 GeV   2,523E-01  8,221E-05   58,04 mm     2,27 mm   325,10 um  
   3,75 GeV   2,416E-01  7,714E-05   65,29 mm     2,49 mm   363,70 um  
   4,00 GeV   2,322E-01  7,269E-05   72,84 mm     2,71 mm   403,62 um  
   4,50 GeV   2,166E-01  6,520E-05   88,80 mm     3,53 mm   487,05 um  
   5,00 GeV   2,041E-01  5,916E-05  105,83 mm     4,27 mm   574,72 um  
   5,50 GeV   1,938E-01  5,417E-05  123,82 mm     4,98 mm   666,04 um  
   6,00 GeV   1,853E-01  4,998E-05  142,71 mm     5,65 mm   760,52 um  
   6,50 GeV   1,781E-01  4,642E-05  162,41 mm     6,30 mm   857,71 um  
   7,00 GeV   1,720E-01  4,334E-05  182,86 mm     6,94 mm   957,24 um  
   8,00 GeV   1,620E-01  3,830E-05  225,75 mm     9,22 mm     1,16 mm  
   9,00 GeV   1,544E-01  3,434E-05  271,00 mm    11,23 mm     1,37 mm  
  10,00 GeV   1,485E-01  3,114E-05  318,27 mm    13,07 mm     1,59 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,3970E+01                 eV / Angstrom 
  1,3970E+02                keV / micron   
  1,3970E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  1,4505E+01                 eV / (1E15 atoms/cm2)
  1,8927E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
