 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Cobalt in Silicon.txt

 Ion = Cobalt [27] , Mass = 58,93 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 650,00 MeV   1,802E+01  1,099E-02  119,10 um     3,89 um     1,17 um  
 700,00 MeV   1,727E+01  1,029E-02  131,31 um     4,26 um     1,23 um  
 800,00 MeV   1,599E+01  9,148E-03  157,22 um     5,63 um     1,36 um  
 900,00 MeV   1,493E+01  8,242E-03  185,10 um     6,88 um     1,50 um  
   1,00 GeV   1,402E+01  7,507E-03  214,88 um     8,07 um     1,64 um  
   1,10 GeV   1,325E+01  6,898E-03  246,48 um     9,23 um     1,80 um  
   1,20 GeV   1,257E+01  6,384E-03  279,86 um    10,38 um     1,97 um  
   1,30 GeV   1,196E+01  5,945E-03  314,99 um    11,51 um     2,15 um  
   1,40 GeV   1,142E+01  5,565E-03  351,83 um    12,65 um     2,33 um  
   1,50 GeV   1,092E+01  5,233E-03  390,40 um    13,78 um     2,52 um  
   1,60 GeV   1,046E+01  4,940E-03  430,69 um    14,92 um     2,72 um  
   1,70 GeV   1,004E+01  4,679E-03  472,72 um    16,07 um     2,93 um  
   1,80 GeV   9,638E+00  4,446E-03  516,52 um    17,23 um     3,15 um  
   2,00 GeV   8,959E+00  4,046E-03  609,24 um    21,67 um     3,60 um  
   2,25 GeV   8,248E+00  3,640E-03  734,53 um    28,01 um     4,22 um  
   2,50 GeV   7,657E+00  3,312E-03  870,06 um    33,97 um     4,88 um  
   2,75 GeV   7,155E+00  3,040E-03    1,02 mm    39,74 um     5,58 um  
   3,00 GeV   6,725E+00  2,811E-03    1,17 mm    45,42 um     6,33 um  
   3,25 GeV   6,352E+00  2,616E-03    1,34 mm    51,07 um     7,12 um  
   3,50 GeV   6,025E+00  2,447E-03    1,51 mm    56,72 um     7,94 um  
   3,75 GeV   5,736E+00  2,299E-03    1,69 mm    62,39 um     8,81 um  
   4,00 GeV   5,479E+00  2,169E-03    1,88 mm    68,07 um     9,71 um  
