 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Phosphorus in  H- C- O.txt

 Ion = Phosphorus [15] , Mass = 30,974 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 130,00 MeV   1,409E+01  9,795E-03   53,81 um     1,75 um     5529 A   
 140,00 MeV   1,358E+01  9,178E-03   58,98 um     1,90 um     5761 A   
 150,00 MeV   1,310E+01  8,637E-03   64,34 um     2,04 um     6002 A   
 160,00 MeV   1,266E+01  8,160E-03   69,90 um     2,19 um     6252 A   
 170,00 MeV   1,225E+01  7,735E-03   75,64 um     2,34 um     6511 A   
 180,00 MeV   1,187E+01  7,354E-03   81,58 um     2,49 um     6780 A   
 200,00 MeV   1,118E+01  6,701E-03   94,00 um     3,05 um     7344 A   
 225,00 MeV   1,043E+01  6,037E-03  110,57 um     3,85 um     8099 A   
 250,00 MeV   9,786E+00  5,499E-03  128,28 um     4,59 um     8908 A   
 275,00 MeV   9,224E+00  5,052E-03  147,11 um     5,31 um     9769 A   
 300,00 MeV   8,729E+00  4,676E-03  167,05 um     6,02 um     1,07 um  
 325,00 MeV   8,291E+00  4,354E-03  188,08 um     6,72 um     1,16 um  
 350,00 MeV   7,899E+00  4,076E-03  210,19 um     7,41 um     1,27 um  
 375,00 MeV   7,546E+00  3,833E-03  233,37 um     8,11 um     1,37 um  
 400,00 MeV   7,228E+00  3,618E-03  257,59 um     8,81 um     1,48 um  
 450,00 MeV   6,674E+00  3,257E-03  309,12 um    11,44 um     1,71 um  
 500,00 MeV   6,208E+00  2,963E-03  364,73 um    13,89 um     1,97 um  
 550,00 MeV   5,810E+00  2,721E-03  424,32 um    16,26 um     2,23 um  
 600,00 MeV   5,464E+00  2,516E-03  487,84 um    18,58 um     2,52 um  
 650,00 MeV   5,161E+00  2,342E-03  555,23 um    20,89 um     2,82 um  
 700,00 MeV   4,891E+00  2,191E-03  626,46 um    23,20 um     3,13 um  
 800,00 MeV   4,430E+00  1,943E-03  780,26 um    31,82 um     3,80 um  
 900,00 MeV   4,044E+00  1,747E-03  949,38 um    39,83 um     4,54 um  
   1,00 GeV   3,729E+00  1,589E-03    1,13 mm    47,62 um     5,33 um  
   1,10 GeV   3,469E+00  1,458E-03    1,33 mm    55,34 um     6,19 um  
   1,20 GeV   3,246E+00  1,347E-03    1,55 mm    63,06 um     7,10 um  
   1,30 GeV   3,046E+00  1,253E-03    1,77 mm    70,82 um     8,06 um  
   1,40 GeV   2,872E+00  1,172E-03    2,02 mm    78,69 um     9,08 um  
   1,50 GeV   2,719E+00  1,101E-03    2,27 mm    86,65 um    10,16 um  
   1,60 GeV   2,583E+00  1,038E-03    2,54 mm    94,73 um    11,29 um  
   1,70 GeV   2,463E+00  9,826E-04    2,83 mm   102,91 um    12,47 um  
   1,80 GeV   2,354E+00  9,329E-04    3,12 mm   111,19 um    13,71 um  
   2,00 GeV   2,168E+00  8,477E-04    3,76 mm   142,89 um    16,33 um  
