 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Magnesium in  H- C- O.txt

 Ion = Magnesium [12] , Mass = 23,985 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  65,00 MeV   1,213E+01  9,403E-03   33,43 um     1,04 um     5050 A   
  70,00 MeV   1,172E+01  8,813E-03   36,43 um     1,12 um     5191 A   
  80,00 MeV   1,098E+01  7,840E-03   42,74 um     1,44 um     5488 A   
  90,00 MeV   1,035E+01  7,069E-03   49,45 um     1,72 um     5808 A   
 100,00 MeV   9,789E+00  6,443E-03   56,56 um     2,00 um     6151 A   
 110,00 MeV   9,296E+00  5,924E-03   64,07 um     2,26 um     6517 A   
 120,00 MeV   8,856E+00  5,486E-03   71,95 um     2,53 um     6905 A   
 130,00 MeV   8,460E+00  5,111E-03   80,22 um     2,79 um     7315 A   
 140,00 MeV   8,101E+00  4,787E-03   88,86 um     3,05 um     7747 A   
 150,00 MeV   7,773E+00  4,503E-03   97,88 um     3,30 um     8201 A   
 160,00 MeV   7,473E+00  4,252E-03  107,27 um     3,56 um     8675 A   
 170,00 MeV   7,197E+00  4,029E-03  117,02 um     3,82 um     9170 A   
 180,00 MeV   6,942E+00  3,830E-03  127,15 um     4,09 um     9685 A   
 200,00 MeV   6,486E+00  3,487E-03  148,48 um     5,08 um     1,08 um  
 225,00 MeV   5,998E+00  3,140E-03  177,17 um     6,51 um     1,22 um  
 250,00 MeV   5,582E+00  2,858E-03  208,09 um     7,85 um     1,38 um  
 275,00 MeV   5,222E+00  2,625E-03  241,23 um     9,15 um     1,55 um  
 300,00 MeV   4,908E+00  2,428E-03  276,58 um    10,43 um     1,73 um  
 325,00 MeV   4,632E+00  2,260E-03  314,10 um    11,71 um     1,92 um  
 350,00 MeV   4,387E+00  2,115E-03  353,79 um    13,00 um     2,13 um  
 375,00 MeV   4,168E+00  1,988E-03  395,64 um    14,29 um     2,34 um  
 400,00 MeV   3,971E+00  1,876E-03  439,62 um    15,59 um     2,56 um  
 450,00 MeV   3,630E+00  1,688E-03  533,89 um    20,53 um     3,04 um  
 500,00 MeV   3,347E+00  1,535E-03  636,56 um    25,17 um     3,55 um  
 550,00 MeV   3,107E+00  1,409E-03  747,54 um    29,68 um     4,11 um  
 600,00 MeV   2,901E+00  1,302E-03  866,76 um    34,15 um     4,70 um  
 650,00 MeV   2,721E+00  1,212E-03  994,14 um    38,63 um     5,33 um  
 700,00 MeV   2,563E+00  1,133E-03    1,13 mm    43,15 um     6,00 um  
 800,00 MeV   2,301E+00  1,004E-03    1,42 mm    60,04 um     7,45 um  
 900,00 MeV   2,093E+00  9,027E-04    1,75 mm    75,76 um     9,04 um  
   1,00 GeV   1,924E+00  8,205E-04    2,11 mm    91,07 um    10,77 um  
   1,10 GeV   1,782E+00  7,525E-04    2,49 mm   106,28 um    12,65 um  
   1,20 GeV   1,663E+00  6,954E-04    2,91 mm   121,52 um    14,65 um  
   1,30 GeV   1,560E+00  6,466E-04    3,35 mm   136,87 um    16,78 um  
   1,40 GeV   1,471E+00  6,044E-04    3,83 mm   152,38 um    19,05 um  
