 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Nickel in Silicon.txt

 Ion = Nickel [28] , Mass = 57,94 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 450,00 MeV   2,307E+01  1,599E-02   75,14 um     2,31 um     1,11 um  
 500,00 MeV   2,195E+01  1,458E-02   84,71 um     2,68 um     1,16 um  
 550,00 MeV   2,093E+01  1,341E-02   94,75 um     3,04 um     1,20 um  
 600,00 MeV   2,000E+01  1,242E-02  105,28 um     3,39 um     1,25 um  
 650,00 MeV   1,915E+01  1,158E-02  116,28 um     3,73 um     1,30 um  
 700,00 MeV   1,838E+01  1,085E-02  127,75 um     4,07 um     1,35 um  
 800,00 MeV   1,703E+01  9,640E-03  152,10 um     5,34 um     1,46 um  
 900,00 MeV   1,589E+01  8,686E-03  178,29 um     6,51 um     1,58 um  
   1,00 GeV   1,491E+01  7,911E-03  206,27 um     7,62 um     1,72 um  
   1,10 GeV   1,406E+01  7,270E-03  236,02 um     8,71 um     1,86 um  
   1,20 GeV   1,333E+01  6,728E-03  267,48 um     9,79 um     2,01 um  
   1,30 GeV   1,267E+01  6,266E-03  300,62 um    10,86 um     2,17 um  
   1,40 GeV   1,209E+01  5,866E-03  335,42 um    11,93 um     2,34 um  
   1,50 GeV   1,157E+01  5,516E-03  371,83 um    13,00 um     2,51 um  
   1,60 GeV   1,110E+01  5,207E-03  409,84 um    14,08 um     2,70 um  
   1,70 GeV   1,067E+01  4,932E-03  449,42 um    15,16 um     2,89 um  
   1,80 GeV   1,027E+01  4,687E-03  490,58 um    16,25 um     3,09 um  
   2,00 GeV   9,546E+00  4,265E-03  577,62 um    20,40 um     3,51 um  
   2,25 GeV   8,793E+00  3,838E-03  695,18 um    26,34 um     4,08 um  
   2,50 GeV   8,166E+00  3,491E-03  822,29 um    31,91 um     4,70 um  
   2,75 GeV   7,634E+00  3,205E-03  958,70 um    37,31 um     5,36 um  
   3,00 GeV   7,177E+00  2,964E-03    1,10 mm    42,63 um     6,05 um  
