 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Vanadium in Silicon.txt

 Ion = Vanadium [23] , Mass = 50,94 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 600,00 MeV   1,325E+01  7,641E-03  141,82 um     4,88 um     1,27 um  
 650,00 MeV   1,264E+01  7,118E-03  158,46 um     5,42 um     1,36 um  
 700,00 MeV   1,209E+01  6,666E-03  175,89 um     5,96 um     1,45 um  
 800,00 MeV   1,115E+01  5,921E-03  212,99 um     7,95 um     1,66 um  
 900,00 MeV   1,038E+01  5,333E-03  253,03 um     9,77 um     1,88 um  
   1,00 GeV   9,717E+00  4,855E-03  295,93 um    11,51 um     2,11 um  
   1,10 GeV   9,146E+00  4,460E-03  341,63 um    13,21 um     2,36 um  
   1,20 GeV   8,643E+00  4,126E-03  390,07 um    14,89 um     2,63 um  
   1,30 GeV   8,192E+00  3,842E-03  441,26 um    16,57 um     2,90 um  
   1,40 GeV   7,783E+00  3,595E-03  495,21 um    18,25 um     3,19 um  
   1,50 GeV   7,406E+00  3,380E-03  551,94 um    19,95 um     3,50 um  
   1,60 GeV   7,072E+00  3,190E-03  611,46 um    21,67 um     3,81 um  
   1,70 GeV   6,774E+00  3,021E-03  673,69 um    23,40 um     4,14 um  
   1,80 GeV   6,504E+00  2,870E-03  738,58 um    25,15 um     4,48 um  
   2,00 GeV   6,032E+00  2,611E-03  876,14 um    31,82 um     5,20 um  
   2,25 GeV   5,542E+00  2,348E-03    1,06 mm    41,35 um     6,17 um  
   2,50 GeV   5,136E+00  2,136E-03    1,26 mm    50,28 um     7,22 um  
   2,75 GeV   4,795E+00  1,960E-03    1,48 mm    58,95 um     8,33 um  
   3,00 GeV   4,504E+00  1,812E-03    1,71 mm    67,48 um     9,51 um  
   3,25 GeV   4,244E+00  1,686E-03    1,96 mm    75,98 um    10,75 um  
   3,50 GeV   4,015E+00  1,576E-03    2,22 mm    84,51 um    12,06 um  
   3,75 GeV   3,814E+00  1,481E-03    2,50 mm    93,09 um    13,44 um  
   4,00 GeV   3,635E+00  1,397E-03    2,78 mm   101,72 um    14,88 um  
   4,50 GeV   3,332E+00  1,256E-03    3,40 mm   134,31 um    17,94 um  
   5,00 GeV   3,085E+00  1,141E-03    4,08 mm   164,62 um    21,23 um  
   5,50 GeV   2,880E+00  1,046E-03    4,80 mm   193,87 um    24,75 um  
   6,00 GeV   2,706E+00  9,669E-04    5,57 mm   222,57 um    28,47 um  
   6,50 GeV   2,558E+00  8,991E-04    6,39 mm   251,00 um    32,40 um  
   7,00 GeV   2,429E+00  8,404E-04    7,25 mm   279,28 um    36,52 um  
   8,00 GeV   2,217E+00  7,442E-04    9,11 mm   383,58 um    45,30 um  
   9,00 GeV   2,050E+00  6,684E-04   11,13 mm   478,58 um    54,74 um  
  10,00 GeV   1,915E+00  6,071E-04   13,30 mm   569,09 um    64,78 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  9,8989E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
