 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Carbon in  H- C- O.txt

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   2,75 GeV   1,353E-01  4,500E-05   85,25 mm     3,51 mm   558,59 um  
   3,00 GeV   1,283E-01  4,153E-05   98,83 mm     4,00 mm   642,97 um  
   3,25 GeV   1,223E-01  3,857E-05  113,12 mm     4,49 mm   730,79 um  
   3,50 GeV   1,172E-01  3,602E-05  128,06 mm     4,96 mm   821,75 um  
   3,75 GeV   1,127E-01  3,379E-05  143,63 mm     5,43 mm   915,56 um  
   4,00 GeV   1,089E-01  3,183E-05  159,78 mm     5,89 mm     1,01 mm  
   4,50 GeV   1,024E-01  2,855E-05  193,69 mm     7,60 mm     1,21 mm  
   5,00 GeV   9,720E-02  2,589E-05  229,57 mm     9,15 mm     1,42 mm  
   5,50 GeV   9,300E-02  2,370E-05  267,21 mm    10,59 mm     1,63 mm  
   6,00 GeV   8,953E-02  2,187E-05  306,44 mm    11,96 mm     1,85 mm  
   6,50 GeV   8,661E-02  2,030E-05  347,08 mm    13,27 mm     2,07 mm  
   7,00 GeV   8,414E-02  1,895E-05  389,00 mm    14,54 mm     2,30 mm  
   8,00 GeV   8,021E-02  1,674E-05  476,14 mm    19,07 mm     2,76 mm  
   9,00 GeV   7,723E-02  1,501E-05  567,10 mm    23,01 mm     3,22 mm  
  10,00 GeV   7,493E-02  1,361E-05  661,19 mm    26,59 mm     3,69 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,3970E+01                 eV / Angstrom 
  1,3970E+02                keV / micron   
  1,3970E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  1,4505E+01                 eV / (1E15 atoms/cm2)
  2,6704E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
