 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Chlorine in  H- C- O.txt

 Ion = Chlorine [17] , Mass = 34,969 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  27,50 MeV   2,634E+01  5,251E-02   10,75 um     3326 A      3406 A   
  30,00 MeV   2,623E+01  4,879E-02   11,43 um     3471 A      3450 A   
  32,50 MeV   2,607E+01  4,559E-02   12,11 um     3611 A      3493 A   
  35,00 MeV   2,586E+01  4,282E-02   12,80 um     3747 A      3534 A   
  37,50 MeV   2,563E+01  4,038E-02   13,49 um     3881 A      3575 A   
  40,00 MeV   2,537E+01  3,822E-02   14,19 um     4012 A      3614 A   
  45,00 MeV   2,483E+01  3,456E-02   15,61 um     4501 A      3690 A   
  50,00 MeV   2,427E+01  3,158E-02   17,07 um     4961 A      3765 A   
  55,00 MeV   2,371E+01  2,910E-02   18,56 um     5400 A      3839 A   
  60,00 MeV   2,317E+01  2,700E-02   20,08 um     5825 A      3913 A   
  65,00 MeV   2,264E+01  2,520E-02   21,65 um     6239 A      3986 A   
  70,00 MeV   2,213E+01  2,364E-02   23,24 um     6644 A      4060 A   
  80,00 MeV   2,149E+01  2,106E-02   26,52 um     8118 A      4209 A   
  90,00 MeV   2,062E+01  1,902E-02   29,92 um     9447 A      4361 A   
 100,00 MeV   1,983E+01  1,735E-02   33,46 um     1,07 um     4517 A   
 110,00 MeV   1,911E+01  1,597E-02   37,13 um     1,19 um     4677 A   
 120,00 MeV   1,845E+01  1,480E-02   40,94 um     1,31 um     4842 A   
 130,00 MeV   1,785E+01  1,380E-02   44,88 um     1,42 um     5013 A   
 140,00 MeV   1,729E+01  1,294E-02   48,96 um     1,54 um     5189 A   
 150,00 MeV   1,677E+01  1,218E-02   53,16 um     1,65 um     5371 A   
 160,00 MeV   1,629E+01  1,151E-02   57,48 um     1,76 um     5558 A   
 170,00 MeV   1,584E+01  1,091E-02   61,94 um     1,87 um     5750 A   
 180,00 MeV   1,542E+01  1,037E-02   66,52 um     1,98 um     5948 A   
 200,00 MeV   1,464E+01  9,456E-03   76,04 um     2,40 um     6361 A   
 225,00 MeV   1,379E+01  8,523E-03   88,63 um     2,99 um     6907 A   
 250,00 MeV   1,304E+01  7,765E-03  101,98 um     3,54 um     7486 A   
