 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> giugno 16, 2015 
 ==================================================================

 Disk File Name = SRIM Outputs\Arsenic in  H- C- O.txt

 Ion = Arsenic [33] , Mass = 74,92 amu

 Target Density =  1,3970E+00 g/cm3 = 9,6311E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    036,36    004,20   
      C      6    045,45    062,50   
      O      8    018,18    033,30   
 ====================================
 Bragg Correction = -4,30%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 200,00 MeV   5,003E+01  6,383E-02   34,73 um     9202 A      5760 A   
 225,00 MeV   4,914E+01  5,769E-02   38,34 um     1,05 um     5876 A   
 250,00 MeV   4,823E+01  5,269E-02   42,01 um     1,18 um     5990 A   
 275,00 MeV   4,729E+01  4,853E-02   45,75 um     1,29 um     6103 A   
 300,00 MeV   4,636E+01  4,501E-02   49,57 um     1,40 um     6215 A   
 325,00 MeV   4,543E+01  4,200E-02   53,47 um     1,50 um     6328 A   
 350,00 MeV   4,452E+01  3,938E-02   57,44 um     1,61 um     6441 A   
 375,00 MeV   4,362E+01  3,709E-02   61,50 um     1,71 um     6555 A   
 400,00 MeV   4,274E+01  3,507E-02   65,64 um     1,81 um     6670 A   
 450,00 MeV   4,107E+01  3,165E-02   74,18 um     2,17 um     6906 A   
 500,00 MeV   3,948E+01  2,886E-02   83,07 um     2,51 um     7149 A   
 550,00 MeV   3,800E+01  2,655E-02   92,30 um     2,83 um     7400 A   
 600,00 MeV   3,661E+01  2,460E-02  101,89 um     3,14 um     7661 A   
 650,00 MeV   3,531E+01  2,294E-02  111,85 um     3,44 um     7931 A   
 700,00 MeV   3,409E+01  2,149E-02  122,16 um     3,74 um     8212 A   
 800,00 MeV   3,189E+01  1,911E-02  143,86 um     4,84 um     8804 A   
 900,00 MeV   2,995E+01  1,722E-02  167,02 um     5,85 um     9440 A   
   1,00 GeV   2,825E+01  1,569E-02  191,62 um     6,81 um     1,01 um  
   1,10 GeV   2,674E+01  1,442E-02  217,67 um     7,74 um     1,08 um  
   1,20 GeV   2,539E+01  1,335E-02  245,14 um     8,66 um     1,16 um  
   1,30 GeV   2,418E+01  1,243E-02  274,02 um     9,58 um     1,24 um  
   1,40 GeV   2,310E+01  1,164E-02  304,30 um    10,49 um     1,33 um  
   1,50 GeV   2,212E+01  1,095E-02  335,97 um    11,41 um     1,42 um  
   1,60 GeV   2,123E+01  1,034E-02  369,00 um    12,33 um     1,51 um  
   1,70 GeV   2,041E+01  9,794E-03  403,38 um    13,26 um     1,61 um  
   1,80 GeV   1,967E+01  9,307E-03  439,10 um    14,19 um     1,71 um  
   2,00 GeV   1,834E+01  8,472E-03  514,47 um    17,75 um     1,92 um  
   2,25 GeV   1,694E+01  7,625E-03  615,99 um    22,84 um     2,21 um  
   2,50 GeV   1,575E+01  6,939E-03  725,56 um    27,61 um     2,52 um  
   2,75 GeV   1,473E+01  6,371E-03  843,07 um    32,23 um     2,85 um  
   3,00 GeV   1,385E+01  5,892E-03  968,36 um    36,78 um     3,20 um  
   3,25 GeV   1,308E+01  5,483E-03    1,10 mm    41,32 um     3,57 um  
   3,50 GeV   1,241E+01  5,130E-03    1,24 mm    45,85 um     3,96 um  
   3,75 GeV   1,181E+01  4,821E-03    1,39 mm    50,40 um     4,37 um  
   4,00 GeV   1,128E+01  4,549E-03    1,54 mm    54,97 um     4,79 um  
   4,50 GeV   1,036E+01  4,091E-03    1,88 mm    72,24 um     5,70 um  
   5,00 GeV   9,605E+00  3,720E-03    2,23 mm    88,30 um     6,68 um  
   5,50 GeV   8,970E+00  3,413E-03    2,62 mm   103,80 um     7,72 um  
   6,00 GeV   8,430E+00  3,155E-03    3,03 mm   119,02 um     8,82 um  
   6,50 GeV   7,964E+00  2,934E-03    3,47 mm   134,12 um     9,98 um  
   7,00 GeV   7,553E+00  2,744E-03    3,93 mm   149,17 um    11,20 um  
   8,00 GeV   6,855E+00  2,431E-03    4,93 mm   205,13 um    13,81 um  
   9,00 GeV   6,300E+00  2,184E-03    6,01 mm   256,60 um    16,63 um  
  10,00 GeV   5,849E+00  1,985E-03    7,19 mm   306,09 um    19,66 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,3970E+01                 eV / Angstrom 
  1,3970E+02                keV / micron   
  1,3970E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  1,4505E+01                 eV / (1E15 atoms/cm2)
  4,6065E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
