 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Argon in Silicon.txt

 Ion = Argon [18] , Mass = 39,962 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 300,00 MeV   1,138E+01  7,114E-03   89,05 um     2,97 um     1,03 um  
 325,00 MeV   1,091E+01  6,630E-03   98,71 um     3,28 um     1,09 um  
 350,00 MeV   1,049E+01  6,210E-03  108,78 um     3,58 um     1,15 um  
 375,00 MeV   1,010E+01  5,843E-03  119,24 um     3,88 um     1,22 um  
 400,00 MeV   9,735E+00  5,519E-03  130,10 um     4,17 um     1,29 um  
 450,00 MeV   9,087E+00  4,972E-03  152,99 um     5,29 um     1,43 um  
 500,00 MeV   8,525E+00  4,529E-03  177,46 um     6,33 um     1,58 um  
 550,00 MeV   8,032E+00  4,161E-03  203,49 um     7,33 um     1,74 um  
 600,00 MeV   7,596E+00  3,851E-03  231,06 um     8,31 um     1,91 um  
 650,00 MeV   7,208E+00  3,586E-03  260,16 um     9,29 um     2,09 um  
 700,00 MeV   6,861E+00  3,357E-03  290,79 um    10,26 um     2,28 um  
 800,00 MeV   6,266E+00  2,980E-03  356,49 um    13,86 um     2,68 um  
 900,00 MeV   5,778E+00  2,682E-03  428,08 um    17,18 um     3,11 um  
   1,00 GeV   5,375E+00  2,441E-03  505,38 um    20,39 um     3,58 um  
   1,10 GeV   5,042E+00  2,241E-03  588,13 um    23,53 um     4,07 um  
   1,20 GeV   4,766E+00  2,072E-03  676,01 um    26,63 um     4,59 um  
   1,30 GeV   4,501E+00  1,929E-03  769,01 um    29,72 um     5,14 um  
   1,40 GeV   4,269E+00  1,804E-03  867,28 um    32,83 um     5,72 um  
   1,50 GeV   4,062E+00  1,696E-03  970,73 um    35,97 um     6,32 um  
   1,60 GeV   3,878E+00  1,600E-03    1,08 mm    39,13 um     6,94 um  
   1,70 GeV   3,712E+00  1,515E-03    1,19 mm    42,33 um     7,60 um  
   1,80 GeV   3,562E+00  1,439E-03    1,31 mm    45,55 um     8,28 um  
   2,00 GeV   3,293E+00  1,308E-03    1,56 mm    57,86 um     9,71 um  
   2,25 GeV   3,010E+00  1,176E-03    1,90 mm    75,50 um    11,64 um  
   2,50 GeV   2,778E+00  1,069E-03    2,28 mm    92,13 um    13,72 um  
   2,75 GeV   2,585E+00  9,808E-04    2,68 mm   108,33 um    15,96 um  
   3,00 GeV   2,421E+00  9,065E-04    3,11 mm   124,35 um    18,34 um  
   3,25 GeV   2,281E+00  8,430E-04    3,57 mm   140,31 um    20,85 um  
   3,50 GeV   2,158E+00  7,881E-04    4,05 mm   156,29 um    23,50 um  
   3,75 GeV   2,051E+00  7,403E-04    4,57 mm   172,33 um    26,28 um  
   4,00 GeV   1,957E+00  6,981E-04    5,10 mm   188,45 um    29,19 um  
   4,50 GeV   1,797E+00  6,271E-04    6,25 mm   249,04 um    35,37 um  
   5,00 GeV   1,667E+00  5,698E-04    7,50 mm   305,18 um    42,00 um  
   5,50 GeV   1,559E+00  5,224E-04    8,83 mm   359,16 um    49,07 um  
   6,00 GeV   1,468E+00  4,825E-04   10,26 mm   411,96 um    56,54 um  
   6,50 GeV   1,391E+00  4,485E-04   11,76 mm   464,06 um    64,39 um  
   7,00 GeV   1,324E+00  4,191E-04   13,35 mm   515,74 um    72,59 um  
   8,00 GeV   1,214E+00  3,710E-04   16,75 mm   705,44 um    89,99 um  
   9,00 GeV   1,128E+00  3,331E-04   20,43 mm   877,26 um   108,59 um  
  10,00 GeV   1,059E+00  3,024E-04   24,37 mm     1,04 mm   128,24 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  1,3260E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
