 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> dicembre 01, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Oxygen in Silicon.txt

 Ion = Oxygen [8] , Mass = 15,995 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 700,00 MeV   7,012E-01  3,038E-04    2,41 mm    94,84 um    23,38 um  
 800,00 MeV   6,316E-01  2,691E-04    3,06 mm   132,12 um    29,40 um  
 900,00 MeV   5,763E-01  2,418E-04    3,78 mm   166,60 um    36,00 um  
   1,00 GeV   5,312E-01  2,198E-04    4,55 mm   200,03 um    43,15 um  
   1,10 GeV   4,937E-01  2,015E-04    5,40 mm   233,09 um    50,83 um  
   1,20 GeV   4,620E-01  1,862E-04    6,30 mm   266,09 um    59,02 um  
   1,30 GeV   4,348E-01  1,731E-04    7,26 mm   299,21 um    67,71 um  
   1,40 GeV   4,113E-01  1,618E-04    8,28 mm   332,52 um    76,87 um  
   1,50 GeV   3,906E-01  1,519E-04    9,35 mm   366,07 um    86,50 um  
   1,60 GeV   3,725E-01  1,432E-04   10,48 mm   399,88 um    96,56 um  
   1,70 GeV   3,563E-01  1,355E-04   11,66 mm   433,97 um   107,06 um  
   1,80 GeV   3,418E-01  1,286E-04   12,90 mm   468,31 um   117,96 um  
   2,00 GeV   3,169E-01  1,168E-04   15,52 mm   598,06 um   140,98 um  
   2,25 GeV   2,917E-01  1,049E-04   19,06 mm   781,47 um   171,85 um  
   2,50 GeV   2,713E-01  9,525E-05   22,89 mm   952,04 um   204,90 um  
   2,75 GeV   2,545E-01  8,728E-05   26,98 mm     1,12 mm   239,95 um  
   3,00 GeV   2,403E-01  8,059E-05   31,34 mm     1,28 mm   276,85 um  
   3,25 GeV   2,283E-01  7,488E-05   35,94 mm     1,43 mm   315,47 um  
   3,50 GeV   2,179E-01  6,996E-05   40,77 mm     1,59 mm   355,69 um  
   3,75 GeV   2,089E-01  6,566E-05   45,81 mm     1,74 mm   397,38 um  
   4,00 GeV   2,009E-01  6,188E-05   51,07 mm     1,90 mm   440,44 um  
   4,50 GeV   1,877E-01  5,553E-05   62,16 mm     2,47 mm   530,32 um  
   5,00 GeV   1,770E-01  5,040E-05   73,98 mm     2,98 mm   624,59 um  
   5,50 GeV   1,683E-01  4,616E-05   86,46 mm     3,47 mm   722,64 um  
   6,00 GeV   1,610E-01  4,261E-05   99,54 mm     3,93 mm   823,93 um  
   6,50 GeV   1,549E-01  3,957E-05  113,18 mm     4,39 mm   928,00 um  
   7,00 GeV   1,497E-01  3,696E-05  127,32 mm     4,82 mm     1,03 mm  
   8,00 GeV   1,413E-01  3,267E-05  156,95 mm     6,40 mm     1,25 mm  
   9,00 GeV   1,349E-01  2,930E-05  188,16 mm     7,78 mm     1,48 mm  
  10,00 GeV   1,298E-01  2,658E-05  220,72 mm     9,04 mm     1,71 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2,3211E+01                 eV / Angstrom 
  2,3211E+02                keV / micron   
  2,3211E+02                MeV / mm       
  1,0000E+00                keV / (ug/cm2) 
  1,0000E+00                MeV / (mg/cm2) 
  1,0000E+03                keV / (mg/cm2) 
  4,6637E+01                 eV / (1E15 atoms/cm2)
  4,2475E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
